full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank
rescrv/Consus,Consus,Consus is a geo-replicated transactional key-value store.,137,6,C++,rescrv,Robert Escriva,User,"Ithaca, NY",42.4439614,-76.5018807,Ithaca,United States,821.5
fdiskyou/hunter,hunter,(l)user hunter using WinAPI calls only ,136,49,C++,fdiskyou,,User,"London, UK",51.5073509,-0.12775830000000002,London,United Kingdom,826.0
trailofbits/grr,grr,High-throughput fuzzer and emulator of DECREE binaries,132,14,C++,trailofbits,Trail of Bits,Organization,"New York, New York",,,,,848.0
prsyahmi/GpuRamDrive,GpuRamDrive,RamDrive that is backed by GPU Memory,130,14,C++,prsyahmi,Syahmi Azhar,User,,,,,,857.5
dekimir/RamFuzz,RamFuzz,A fuzzer for individual method parameters.,124,15,C++,dekimir,Dejan Mircevski,User,"Waterloo, Ontario",43.4642578,-80.5204096,Waterloo,Canada,890.5
Dor1s/libfuzzer-workshop,libfuzzer-workshop,Repository for materials of 'Modern fuzzing of C/C++ Projects' workshop.,119,36,C++,Dor1s,Max Moroz,User,,,,,,926.5
arkenthera/electron-vibrancy,electron-vibrancy,Make your electron windows vibrant!,115,4,C++,arkenthera,arkenthera,User,,,,,,952.5
IntelLabs/pWord2Vec,pWord2Vec,Parallelizing word2vec in shared and distributed memory,108,20,C++,IntelLabs,Intel Labs,Organization,Around the globe,,,,,1006.5
Erkaman/auto_uv_map,auto_uv_map,Reference Implementation of Automatic UV Mapping with Harmonic Maps.,107,2,C++,Erkaman,Eric Arnebäck,User,"Sweden, Gothenburg",57.70887,11.97456,Gothenburg,Sweden,1012.5
commaai/openpilot,openpilot,open source driving agent,4341,852,C,commaai,,Organization,,,,,,12.0
jgamblin/Mirai-Source-Code,Mirai-Source-Code,Leaked Mirai Source Code for Research/IoC Development Purposes,3902,2127,C,jgamblin,Jerry Gamblin,User,United States,37.09024,-95.712891,,United States,15.0
deepmind/lab,lab,A customisable 3D platform for agent-based AI research,2845,501,C,deepmind,,Organization,,,,,,23.0
minoca/os,os,Minoca operating system,2035,142,C,minoca,Minoca,Organization,"Menlo Park, CA",37.4529598,-122.1817252,Menlo Park,United States,33.0
mattrajca/sudo-touchid,sudo-touchid,A fork of `sudo` with Touch ID support.,1065,25,C,mattrajca,Matt Rajca,User,Chicago,41.8781136,-87.62979820000001,Chicago,United States,90.0
quiet/org.quietmodem.Quiet,org.quietmodem.Quiet,Quiet for Android - TCP over sound,601,28,C,quiet,Quiet Modem Project,Organization,,,,,,188.0
timwr/CVE-2016-5195,CVE-2016-5195,CVE-2016-5195 (dirtycow/dirtyc0w) proof of concept for Android,579,281,C,timwr,Tim,User,,,,,,198.0
veertuinc/vdhh,vdhh,Veertu Desktop Hosted Hypervisor,529,26,C,veertuinc,Veertu Inc,Organization,US,37.09024,-95.712891,,United States,221.0
mempodippy/vlany,vlany,Linux LD_PRELOAD rootkit (x86 and x86_64 architectures),426,81,C,mempodippy,blank,User,"Edinburgh, Scotland",55.953252,-3.1882669999999997,Edinburgh,United Kingdom,281.0
robinhouston/image-unshredding,image-unshredding,,348,16,C,robinhouston,Robin Houston,User,London,51.5073509,-0.12775830000000002,London,United Kingdom,326.0
RedBeardLab/rediSQL,rediSQL,Redis module that provides a completely functional SQL database,277,16,C,RedBeardLab,,Organization,,,,,,415.0
adtac/fssb,fssb,A low-level filesystem sandbox for Linux using syscall intercepts.,264,20,C,adtac,Adhityaa Chandrasekar,User,,,,,,447.0
xyzxqs/XLowPoly,XLowPoly,"Lowpoly picture, Sandpainting for Android implemented by JNI",226,37,C,xyzxqs,xyzxqs,User,China,35.86166,104.195397,,China,521.5
0x27/linux.mirai,linux.mirai,Leaked Linux.Mirai Source Code for Research/IoC Development Purposes,226,147,C,0x27,David Davidson,User,In your SQL queries... Droppin' yo database.,,,,,521.5
fail0verflow/hbc,hbc,The Homebrew Channel - open source edition,226,21,C,fail0verflow,fail0verflow,Organization,,,,,,521.5
1N3/PrivEsc,PrivEsc,"A collection of Windows, Linux and MySQL privilege escalation scripts and exploits.",225,86,C,1N3,1N3,User,,,,,,525.0
ronsoros/rvm,rvm,simple virtual machine and assembler,213,13,C,ronsoros,,User,,,,,,553.0
openai/openai-gemm,openai-gemm,Open single and half precision gemm implementations ,178,22,C,openai,,Organization,,,,,,666.5
krakjoe/ui,ui,Cross platform UI development in PHP,172,11,C,krakjoe,Joe Watkins,User,United Kingdom,55.378051,-3.435973,,United Kingdom,682.5
mbevand/silentarmy,silentarmy,Zcash miner optimized for AMD & Nvidia GPUs,157,85,C,mbevand,,User,,,,,,731.5
robertdavidgraham/telnetlogger,telnetlogger,Simulates enough of a Telnet connection in order to log failed login attempts.,141,15,C,robertdavidgraham,Robert David Graham,User,@ErrataRob,,,,,806.0
scumjr/dirtycow-vdso,dirtycow-vdso,PoC for Dirty COW (CVE-2016-5195),141,53,C,scumjr,,User,,,,,,806.0
benjamin-42/Trident,Trident,,137,72,C,benjamin-42,Benjamin Randazzo,User,"Paris, France",48.856614,2.3522218999999995,Paris,France,821.5
jedisct1/blacknurse,blacknurse,BlackNurse attack PoC,132,64,C,jedisct1,Frank Denis,User,"Paris, France",48.856614,2.3522218999999995,Paris,France,848.0
codr4life/libc4life,libc4life,"esoteric, minimal C essentials",122,9,C,codr4life,Andreas,User,,,,,,905.5
LineageOS/android_device_oneplus_bacon,android_device_oneplus_bacon,OnePlus One device configuration (bacon),121,7,C,LineageOS,Lineage Android Distribution,Organization,,,,,,914.5
mjosaarinen/dekryptize,dekryptize,"A ncurses animation to make decryption look like, well, decryption. ",120,9,C,mjosaarinen,Markku-Juhani O. Saarinen,User,,,,,,921.0
graydon/rust-prehistory,rust-prehistory,historical archive of rust pre-publication development,118,3,C,graydon,Graydon Hoare,User,"Vancouver, BC",49.282729100000005,-123.1207375,Vancouver,Canada,933.0
James-Gallagher/Mirai,Mirai,Source code for the Mirai botnet - Not going anywhere anytime soon,116,94,C,James-Gallagher,James Gallagher,User,United Kingdom,55.378051,-3.435973,,United Kingdom,946.0
boywhp/fcn,fcn,free connect your private network from anywhere,113,33,C,boywhp,,User,,,,,,966.5
SilverMoonSecurity/PassiveFuzzFrameworkOSX,PassiveFuzzFrameworkOSX,This framework is for fuzzing OSX kernel vulnerability based on passive inline hook mechanism in kernel mode.,112,24,C,SilverMoonSecurity,moony li,User,,,,,,976.0
emilk/wfc,wfc,A C++ port of Wave Function Collapse Tiling,100,7,C,emilk,Emil Ernerfeldt,User,"Stockholm, Sweden",59.329323499999994,18.068580800000003,Stockholm,Sweden,1058.5
carloscuesta/gitmoji,gitmoji,An emoji guide for your commit messages. 😜 ,1364,69,CSS,carloscuesta,Carlos Cuesta,User,Barcelona,41.3850639,2.1734035,Barcelona,Spain,69.0
Heydon/fukol-grids,fukol-grids,,1189,55,CSS,Heydon,Heydon Pickering,User,"Norwich, UK",52.630885899999996,1.297355,Norwich,United Kingdom,79.0
mike-schultz/materialette,materialette,Materialette - A material design color palette,822,44,CSS,mike-schultz,Mike Schultz,User,"San Diego, CA",32.715738,-117.1610838,San Diego,United States,114.0
mifi/lossless-cut,lossless-cut,Cross platform GUI tool for lossless trimming / cutting of videos using ffmpeg,661,27,CSS,mifi,Mikael Finstad,User,"Oslo, Norway",59.913868799999996,10.7522454,Oslo,Norway,163.0
webkul/csspin,csspin,"CSS Spinners and Loaders - Modular, Customizable and Single HTML Element Code for Pure CSS Loader and Spinner",636,61,CSS,webkul,Webkul,User,"Noida , India",28.535516100000002,77.3910265,Noida,India,169.5
dolce/iziToast,iziToast,"Elegant, responsive, flexible and lightweight notification plugin with no dependencies.",632,55,CSS,dolce,Marcelo Dolce,User,Brasil,-14.235004,-51.92528,,Brazil,172.0
raphaelfabeni/css-loader,css-loader,Simple loaders for your web applications using only one div and pure CSS :heart:,593,74,CSS,raphaelfabeni,Raphael Fabeni,User,São Paulo/SP,-23.550519899999998,-46.63330939999999,São Paulo,Brazil,193.5
devfreebooks/devfreebooks.github.io,devfreebooks.github.io,A huge collection of free books for developers,459,46,CSS,devfreebooks,DevFreeBooks,Organization,,,,,,262.0
electerious/formbase,formbase,Better default styles for common input elements.,361,20,CSS,electerious,Tobias Reich,User,Germany,51.165690999999995,10.451526,,Germany,317.0
eliorshalev/sprite-spirit,sprite-spirit,SCSS Mixin that Brings Image Sprite to life,232,73,CSS,eliorshalev,Elior Shalev Tabeka,User,Tel Aviv,32.0852999,34.78176759999999,Tel Aviv-Yafo,Israel,507.0
murat-cileli/papernic,papernic,Open Source Document Management & Collaboration System,221,9,CSS,murat-cileli,Murat Çileli,User,Turkey,38.963745,35.243322,,Turkey,531.5
toddmotto/angular-pizza-creator,angular-pizza-creator,Source code for Angular advanced Form APIs pizza builder,219,43,CSS,toddmotto,Todd Motto,User,"England, UK",52.3555177,-1.1743197,,United Kingdom,539.0
kennethreitz/saythanks.io,saythanks.io,Spreading Thankfulness in Open Source. ,212,20,CSS,kennethreitz,Kenneth Reitz,User,"Winchester, VA",39.1856597,-78.16333409999999,Winchester,United States,554.5
redound/graphql-ide,graphql-ide,⚡️ GraphQL IDE - An extensive IDE for exploring GraphQL API's,211,7,CSS,redound,Redound,Organization,,,,,,557.0
comdan66/livemaps,livemaps,LiveMaps 是一個即時地圖聊天室，讓你在世界上任何位置都可以發出自己的感想動態。每個人都可以在地圖分享著她在世界各地、城市角落的心情寫照，網站藉由 Google 所提供的 Firebase 的 Realtime Database 以及 Google Maps JavaScript API 免費服務實作。,164,27,CSS,comdan66,OA Wu,User,Taiwan,23.69781,120.96051499999999,,Taiwan,703.5
apex/apex-ui,apex-ui,Apex monochrome Atom theme UI.,161,3,CSS,apex,Apex,Organization,Victoria BC,48.428420700000004,-123.36564440000001,Victoria,Canada,717.5
tmoreton/useful.ly,useful.ly,useful.ly Flexbox-Based CSS Framework,148,10,CSS,tmoreton,Tim Moreton Jr,User,"New York City, NY",40.7127837,-74.00594129999999,New York,United States,777.0
alecrios/core,core,An ultra-minimal framework,144,16,CSS,alecrios,,User,,,,,,793.5
qieguo2016/iconoo,iconoo,A Flexible Pure CSS Icon Pack! One Tag One Icon! https://qieguo2016.github.io/iconoo/,125,33,CSS,qieguo2016,茄果,User,,,,,,882.0
jonsuh/mcgriddle,mcgriddle,A get-out-of-the-way Sass grid library. Supports flexbox.,114,3,CSS,jonsuh,Jonathan Suh,User,Chicago,41.8781136,-87.62979820000001,Chicago,United States,959.0
mseclab/PyJFuzz,PyJFuzz,PyJFuzz - Python JSON Fuzzer,112,31,CSS,mseclab,Mobile Security Lab,Organization,Rome,41.902783500000005,12.4963655,Rome,Italy,976.0
eliorshalev/zombie-mayhem,zombie-mayhem,Kill or be eaten in the Zombie Mayhem,108,82,CSS,eliorshalev,Elior Shalev Tabeka,User,Tel Aviv,32.0852999,34.78176759999999,Tel Aviv-Yafo,Israel,1006.5
elky/django-flat-responsive,django-flat-responsive,An extension for Django admin that makes interface mobile friendly.,105,9,CSS,elky,elky,User,"Chelyabinsk, Russia",55.1644419,61.4368431,Chelyabinsk,Russia,1022.0
wesbos/JavaScript30,JavaScript30,30 Day Vanilla JS Challenge,3025,1716,HTML,wesbos,Wes Bos,User,"Hamilton, Ontario",43.255720600000004,-79.87110240000001,Hamilton,Canada,22.0
jgthms/css-reference,css-reference,CSS Reference: a free visual guide to the most popular CSS properties,2768,129,HTML,jgthms,Jeremy Thomas,User,London,51.5073509,-0.12775830000000002,London,United Kingdom,24.0
space10-community/conversational-form,conversational-form,Turning web forms into conversations,1839,169,HTML,space10-community,Space10,Organization,,,,,,42.0
dirtycow/dirtycow.github.io,dirtycow.github.io,Dirty COW,1730,540,HTML,dirtycow,DirtyCow,User,Brasil,-14.235004,-51.92528,,Brazil,45.0
BoxFactura/pulltorefresh.js,pulltorefresh.js,A quick and powerful plugin for your pull-to-refresh needs in your webapp.,1275,44,HTML,BoxFactura,Box Factura,Organization,México,23.634501,-102.552784,,Mexico,73.0
pawelgrzybek/siema,siema,Siema - Lightweight and simple carousel in pure JavaScript,745,42,HTML,pawelgrzybek,Pawel Grzybek,User,Northampton / UK,52.240477,-0.902656,Northampton,United Kingdom,125.0
ElemeFE/restc,restc,A server-side middleware to visualize REST requests.,599,47,HTML,ElemeFE,饿了么前端,Organization,Shanghai,31.230415999999998,121.473701,Shanghai,China,190.0
RobinLinus/socialmedia-leak,socialmedia-leak,A demo of cross origin login detection for most major web platforms,527,45,HTML,RobinLinus,RobinLinus,User,,,,,,224.5
jaywcjlove/linux-command,linux-command,Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。,436,107,HTML,jaywcjlove,小弟调调™,User,"Shanghai, China",31.230415999999998,121.473701,Shanghai,China,274.5
neveragaindottech/neveragaindottech.github.io,neveragaindottech.github.io,Source files for the neveragain.tech site,343,1812,HTML,neveragaindottech,,Organization,,,,,,333.0
callmelanmao/yunshare,yunshare,百度云分享爬虫项目,265,69,HTML,callmelanmao,callmelanmao,User,,,,,,444.5
rougier/from-python-to-numpy,from-python-to-numpy,"An open-access book on numpy vectorization techniques, Nicolas P. Rougier, 2017",249,30,HTML,rougier,Nicolas P. Rougier,User,Bordeaux,44.837789,-0.57918,Bordeaux,France,473.0
josephernest/talktalktalk,talktalktalk,"TalkTalkTalk is an easy-installable small chat room, with chat history.",234,28,HTML,josephernest,,User,Orleans (France),47.902964000000004,1.9092509999999998,Orléans,France,500.5
layui/fly,fly,基于Layui的轻量级问答社区页面模版,232,41,HTML,layui,,Organization,Hangzhou China,30.274084999999996,120.15507,Hangzhou,China,507.0
samayshamdasani/enlight,enlight,learn to code by building projects,218,36,HTML,samayshamdasani,Samay Shamdasani,User,"New Jersey, USA",40.0583238,-74.40566120000001,,United States,543.0
codrops/TiltHoverEffects,TiltHoverEffects,Some ideas for hover effects with a fancy tilt effect. Inspired by the effect seen on Kikk 2015.,209,32,HTML,codrops,Codrops,Organization,,,,,,561.5
TrumpTracker/trumptracker.github.io,trumptracker.github.io,Open source for http://trumptracker.github.io/,203,27,HTML,TrumpTracker,,User,,,,,,586.0
AI-ON/ai-on.org,ai-on.org,AI•ON projects repository and website source.,192,20,HTML,AI-ON,,Organization,,,,,,620.5
codrops/BlockRevealers,BlockRevealers,Ideas for revealing content in a schematic box look as seen around the Web lately.,192,20,HTML,codrops,Codrops,Organization,,,,,,620.5
luyishisi/Anti-Anti-Spider,Anti-Anti-Spider,越来越多的网站具有反爬虫特性，有的用图片隐藏关键数据，有的使用反人类的验证码，建立反反爬虫的代码仓库，通过与不同特性的网站做斗争（无恶意）提高技术。（欢迎提交难以采集的网站） ,187,97,HTML,luyishisi,luyishisi,User,,,,,,636.5
hbxeagle/rem,rem,rem adapt,187,58,HTML,hbxeagle,eagle.h,User,,,,,,636.5
tiaanduplessis/tipograf,tipograf,Lightweight pure CSS typography base for your next project,181,9,HTML,tiaanduplessis,Tiaan,User,"Cape Town, South Africa",-33.9248685,18.424055300000003,Cape Town,South Africa,654.0
dhparkdh/resume-for-web-developer,resume-for-web-developer,resume-for-web-developer,158,22,HTML,dhparkdh,dhpark,User,Seoul,37.566534999999995,126.9779692,Seoul,South Korea,728.0
notwaldorf/font-style-matcher,font-style-matcher,⚡️🎨 Matches the x-heights and widths of two fonts,153,7,HTML,notwaldorf,Monica Dinculescu,User,Sun Funcisco ☀️,,,,,749.0
jamielhf/vue,vue,,149,101,HTML,jamielhf,jamie,User,,,,,,773.0
ryanhoo/Android-Proficiency-Exercise,Android-Proficiency-Exercise,Impress me,146,41,HTML,ryanhoo,Ryan Hoo,User,"Shenzhen, China.",22.543096,114.05786499999999,Shenzhen,China,785.5
jacquerie/stop-the-bullshit,stop-the-bullshit,"Blocks websites that publish fake news, and hides their posts on Facebook",135,8,HTML,jacquerie,Jacopo Notarstefano,User,"Geneva, Switzerland",46.2043907,6.143157700000001,Geneva,Switzerland,829.0
ivanceras/spongedown,spongedown,Markdown with svg bob support,131,2,HTML,ivanceras,,User,,,,,,854.5
surikov/webaudiofont,webaudiofont,Web Audio Font - Soundfont for Web Audio API,128,10,HTML,surikov,Srgy Surkv,User,"Nizhniy Novgorod, Russia",56.2965039,43.9360589,Nizhny Novgorod,Russia,865.5
davestewart/javascript-state-machine,javascript-state-machine,"An expressive, feature-rich, event-driven JavaScript finite-state machine",116,3,HTML,davestewart,Dave Stewart,User,"London, UK",51.5073509,-0.12775830000000002,London,United Kingdom,946.0
WardCunningham/remodeling,remodeling,The original wiki rewritten as a single page application,112,7,HTML,WardCunningham,Ward Cunningham,User,"Portland, Oregon",45.523062200000005,-122.67648159999999,Portland,United States,976.0
gundb/gun-starter-app,gun-starter-app,Framework agnostic starter code for gun apps,100,3,HTML,gundb,GUN,Organization,,,,,,1058.5
octobox/octobox,octobox,:postbox: Take back control of your GitHub Notifications,1148,62,Ruby,octobox,Octobox,Organization,,,,,,84.0
rails/webpacker,webpacker,Use Webpack to manage app-like JavaScript modules in Rails,644,31,Ruby,rails,Ruby on Rails,Organization,,,,,,167.0
adamcooke/procodile,procodile,🐊 Run Ruby/Rails processes in the background on Linux servers with ease,405,4,Ruby,adamcooke,Adam Cooke,User,"Dorset, United Kingdom",50.7487635,-2.3444786,,United Kingdom,291.0
KrauseFx/overkill,overkill,Don't let iTunes interrupt your workflow 💥🎵   ,333,16,Ruby,KrauseFx,Felix Krause,User,San Francisco,37.7749295,-122.4194155,San Francisco,United States,342.0
antisnatchor/phishlulz,phishlulz,,266,112,Ruby,antisnatchor,antisnatchor,User,,,,,,442.5
aleks/ansible-rails,ansible-rails,Ansible: Ruby on Rails Server (Ubuntu 16.x),163,10,Ruby,aleks,Aleks,User,Germany,51.165690999999995,10.451526,,Germany,710.5
LendingHome/zero_downtime_migrations,zero_downtime_migrations,Zero downtime migrations with ActiveRecord and PostgreSQL,160,3,Ruby,LendingHome,LendingHome,Organization,,,,,,721.5
iberianpig/fusuma,fusuma,"Multitouch gestures with libinput dirver on X11, Linux",149,5,Ruby,iberianpig,iberianpig,User,Tokyo,35.6894875,139.69170640000002,,Japan,773.0
michaelfeathers/scythe,scythe,A tool for detecting barely used code in production,133,8,Ruby,michaelfeathers,Michael Feathers,User,,,,,,840.5
github/octocatalog-diff,octocatalog-diff,"Compile Puppet catalogs from 2 branches, versions, etc., and compare them",123,8,Ruby,github,GitHub,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,897.5
michenriksen/birdwatcher,birdwatcher,Data analysis and OSINT framework for Twitter,121,18,Ruby,michenriksen,Michael Henriksen,User,"Berlin, Germany",52.52000659999999,13.404954,Berlin,Germany,914.5
keepcosmos/terjira,terjira,Terjira is a very interactive and easy to use CLI tool for Jira.,120,5,Ruby,keepcosmos,Jaehyun Shin,User,Seoul,37.566534999999995,126.9779692,Seoul,South Korea,921.0
chendo/airchat,airchat,AirChat lets you chat to nearby users by abusing the AirDrop interface on OS X.,119,3,Ruby,chendo,Jack Chen,User,"Melbourne, Australia",-37.813627600000004,144.96305759999998,Melbourne,Australia,926.5
cookpad/kuroko2,kuroko2,Kuroko2 is a web-based job scheduler / workflow engine.,116,10,Ruby,cookpad,Cookpad Inc.,Organization,"Tokyo, Japan",35.6894875,139.69170640000002,,Japan,946.0
Mrs4s/BaiduPanDownload,BaiduPanDownload,百度网盘不限速下载工具,1930,351,C#,Mrs4s,,User,,,,,,37.0
Unity-Technologies/PostProcessing,PostProcessing,Post Processing Stack,700,81,C#,Unity-Technologies,Unity Technologies,Organization,"Copenhagen, Denmark",55.676096799999996,12.568337099999999,Copenhagen,Denmark,144.5
keijiro/Skinner,Skinner,Special Effects with Skinned Mesh in Unity,307,29,C#,keijiro,Keijiro Takahashi,User,Japan,36.204824,138.252924,,Japan,370.5
JimBobSquarePants/ImageSharp,ImageSharp,:camera: A cross-platform library for the processing of image files; written in C#,266,38,C#,JimBobSquarePants,James Jackson-South,User,Sydney,-33.8688197,151.2092955,Sydney,Australia,442.5
Tlaster/YourAV,YourAV,宇宙级最轻量杀毒软件,256,21,C#,Tlaster,Tlaster,User,,,,,,458.5
aspnet/SignalR,SignalR,Incredibly simple real-time web for ASP.NET Core,238,35,C#,aspnet,,Organization,,,,,,494.0
EduardoPires/EquinoxProject,EquinoxProject,"Full ASP.NET Core application with DDD, CQRS and Event Sourcing",215,61,C#,EduardoPires,Eduardo Pires,User,São Paulo,-23.550519899999998,-46.63330939999999,São Paulo,Brazil,548.5
